"Product Name";"Brand Name";"Price";"Rating";"Reviews";"Review Votes"
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;1;"I bought this iPhone 4S white, certified refurbished by BuySPRY and Fulfilled by Amazon, and a week after I started to use it, the screen became wrong, stripped and then turn black. I am in Argenti, so I don't know what to do, because it doesn't work, but I have no where to claim for a change. I would like an answer for this. Thank you.";0
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;5;"Very good iPhone";0
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;1;"The phone worked on arrival but after 3-4 days my daughter noticed that the battery charge did not hold and the phone turned itseld off whenhalf of the battery was discharged. But that is not all. Some days after Wifi stopped working (Wifi button in control center is grayed out).I'm hereby requesting the warranty replacement, but I wouldn't buy another of these 'factory refurbished' phones from this seller.";6
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;4;"The phones were good, however , it was sent with the wrong charger and we had to buy one separately";0
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;4;"Had difficulty connecting to wf";0
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;2;"failed to provide the complete 16 digit ";
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;5;"Described us it is👍";4
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;1;"Unit looked clean and appears to work just fine. Its the battery I have an issue with. When unit arrived last Tuesday, the battery was rated as Average by the apps called Battery Life which I installed when i booted the unit. Today the battery is already in a Bad state as indicated by the apps. When u refurbish a unit, the battery must be fresh and brand new.";0
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished)";;;4;"Exactly as advertised.";0
"Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - White";"Apple";155.0;5;"I want to say with not too many Reviews for this company I was skeptical about purchasing the iphone 4S from them. But I took a chance and when I received the product so quickly I was amazed on how quickly it was shipped to me. Also want to add that the iPhone 4S I had received is AWESOME with a great price. Thanks!!!";2
"Apple iPhone 4S 32GB White - Unlocked";;155.0;5;"is good.";0
"Apple iPhone 4S 32GB White - Unlocked";;155.0;5;"First, I bought the iPhone 4s 32GB. When I received the product, I started use it. Then the phone was turn off by it self after about 20 min., and it will not turn on. I contacted the seller and he agreed to send me a new phone for a replacement. I received the phone within a week. The new phone work great and I got an upgrade from 32GB to 64GB. The seller provided an excellence service and fast shipment. I would recommend a friend to buy product from this seller.";9
"Apple iPhone 4S 8GB Unlocked GSM Cell Phone w/ Siri and iCloud - White";;208.79;5;"Just as described, brand new ready to be activated at my local AT&T store, no problems, up and running perfectly.";0
"Apple iPhone 4s 8GB Unlocked GSM Smartphone w/ Siri, iCloud and 8MP Camera - Black";"Apple";115.0;4;"Even though it's old it's still works great for my daughter. This one came with a crack on the screen that was not advertised but other than that it's a great little phone for the basics for a ten year old. A nice plus as you can AirPlay anything from this phone onto an Apple TV like Netflix Amazon Prime or YouTube. Not to mention the videos you make on the phone as well. Great phone even though it's old.";0
"Apple iPhone 4s 8GB Unlocked GSM Smartphone w/ Siri, iCloud and 8MP Camera - Black";;115.0;5;"Excelente";0
"Apple iPhone 4s 8GB Unlocked GSM Smartphone w/ Siri, iCloud and 8MP Camera - Black";;115.0;1;"the phone was not unlocked, so it was a waist of money and time purchasing it. I hope I get a refund";6
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"Good service and product. Recommended! Thank you.";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"The phone looks brand new! There are no scratches anywhere. The charger was even wrapped as the new ones! I've tried it with my at&t unlocked sim card and with an intertiol sim card and it works perfectly so far.";20
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"unlocked and everything is good about this device. Recommended";3
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"I gave this phone to my wife as a present and she loves it - works excellent!";1
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;1;"so much for my 90 day warranty. Had my phone for less than 60days and now doesn't work. get what you pay for. amazon didn't help at all. buyer beware";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;4;;3
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"It was in a extremely wonderful working condition, and exceed my expectation. Awesome!";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;1;"Im havimg issues with the hone cause the button sont work and its slow";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;4;"My son loves his iPhone. Great product!";1
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;3;"I have used my IPhone 4s until now, but, I'm tried to open this morning. It does not open, I don't why";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"It is awesome! I have been wanting an iPhone 4s for a while now and filly got the money to buy it. The phone works 100%. You can add a carrier to it. It works just like any other iPhone too";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"Excelent product";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"Everything met expectations came on time and worked great";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;1;"The Battery goes out in 10 minute with a full charge and the processor doesn't function right, it freezes and stuff. It worked okay for about 1 month.";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;4;"Everything works well phone looks almost brand new however I recieved the wrong charger port.";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;1;"Just recently bought this phone, I started using it and people can't hear me, and the keyboard doesn't function,";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;5;"Great product!";0
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)";;99.99;4;"i like it and it's very good condition,and that's cool";0
"Apple iPhone 4s a1387 8GB Black Smartphone for AT&T";;159.99;4;"The phone is good just that when i received it, the flashlight wasn't working but i got a partial refund back. Other than that he phone is hundred percent good.";4
"Apple iPhone 4s a1387 8GB Black Smartphone for AT&T";;159.99;4;"The unit came with a small cracked in upper left front corner. Other than that, everything ok. Thank you. Good night. Emily.";0
"Apple iPhone 4s a1387 8GB Black Smartphone for AT&T";;159.99;5;"excelent";0
"Apple iPhone 5 - 32GB Unlocked - White (Certified Refurbished)";;159.99;5;"I am very happy with this phone. I've had it for a month now. It works just fine, takes great pictures, was shipped promptly and packaged well. I will buy again from this seller.";2
"Apple iPhone 5 - 32GB Unlocked - White (Certified Refurbished)";;159.99;4;"Love this phone, but had to take off 1 star because the battery didn't last and needed to take into Apple store to have it replaced. Seller should have tested the battery if advertising as 'certified refurbished'. This iphone 5 model is notorious for poor battery life in some of the series. You just need to contact Apple and take it in to have it replaced.But, in all fairness to the Seller, we did not contact Amazon to return it only because we needed the phone immediately and didn't want to wait for a replacement that could have had the same issue. Instead, we just replaced the battery ourselves. Fortutely, after checking our serial number Apple honored their warranty of the battery for this model and replaced it for only the service fee.";5
"Apple iPhone 5 - 32GB Unlocked - White (Certified Refurbished)";;159.99;3;"Nice phone but has a glitchy camera that only totally works when it wants to.";0
"Apple iPhone 5 16GB - Unlocked - Black (Certified Refurbished)";"Apple";124.0;1;"Few of the buttons were not working. I had to give the gift to my brother. He took to india so now I can't return also.Bad experience on this product. Never going to order iphone from amazon.";1
"Apple iPhone 5 16GB - Unlocked - Black (Certified Refurbished)";"Apple";124.0;5;"The iPhone 5 was received in excellent condition, packaged with cord and charger. The unit was in excellent condition, it look new. Very pleased with the iPhone it operates problem free. Had a dianostic test done on the phone by our Apple retail outlet, the results were that it is in perfect operating condition. Very good buy and we are a very pleased customer. Thank you.";2
"Apple iPhone 5 16GB - Unlocked - Black (Certified Refurbished)";"Apple";124.0;5;"Love it";0
"Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished)";"Apple";179.99;1;"this phones sucks";0
"Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished)";"Apple";179.99;2;"phone ok so far but charger cord does not work. I feel cheated but ok.";0
"Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished)";"Apple";179.99;1;"This phone has been in use less than a week and it is going crazy malfunctioning and it keeps doing things like its possessed. Probably will end up returning.";0
"Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished)";"Apple";179.99;1;"I returned due to the buttons not working.";0
"Apple iPhone 5 16GB 4G LTE Global White - Sprint";;209.0;5;"Good";0
"Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - Black.";"Apple";124.95;5;"Great product";0
"Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - Black.";"Apple";124.95;2;"I believe this phone was replaced by its origil owner not only for an upgrade , but because of the glitches,, the phone is definitely not in perfect working conditions,. The screen doesn't even rotate to landscape consistently. I guess not wanting to search for another iPhone is the only reason I haven't tried to send it back, as well as my recent denial for a money back 'guarantee',. With eBay. My online shopping experiences seem to not be so great";0
"Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - Black.";"Apple";124.95;4;"Nice ✊🏾";0
"Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - Black.";"Apple";124.95;1;"battery life is terrible. this phone does not charge to 100 percent. goes from 100-0 real quick.. loses like 10 percent every 10 minutes. the connection is very slow and has a hard time loading. always turns off when the battery is around 10 percent. terrible phone terrible seller.";
"Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - White";"Apple";239.95;4;"Very good purchase";0
"Apple iPhone 5 32GB (White) - Verizon Wireless";"Apple";239.95;1;"Battery sucks. Dies at percentages that don't make sense like 40 and 50 percent. piece of junk.";0
"Apple iPhone 5 32GB (White) - Verizon Wireless";"Apple";239.95;4;"The battery is not very good, and others are satisfied, looks like new.";0
"Apple iPhone 5 32GB (White) - Verizon Wireless";"Apple";239.95;2;"Very buggy and slower than expected, price is way too high.";0
"Apple iPhone 5 32GB (White) - Verizon Wireless";"Apple";239.95;2;"The phone have batteries problem. It doesn't charge, I had to buy new batteries for it and it's still do the same thing. Long story short, the phone is not good at all. Now I have to get a now phone because this one runs out of battery in minutes.";0
"Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished)";"Apple";179.99;1;"I Didn't Get The Color I Asked For.";1
"Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished)";"Apple";179.99;5;"I had no problem. Had the same phone before.";0
"Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished)";"Apple";179.99;4;"very good";0
"Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished)";"Apple";179.99;1;"It is not straight talk compatible and it will be at 27% and shut off and say you need to charge it";0
"Apple iPhone 5 64GB (Black) - AT&T";"Apple";122.0;5;"I got this 5 iphone with 64 gb of storage as a gift for my SO, he loves it. I got it at a great price from the seller green earth. I took it to get it unlocked, so the value will be even better. you can't beat the price and shipping.";1
"Apple iPhone 5 64GB (Black) - AT&T";"Apple";122.0;2;"All the buttons will not function correctly. The volume button is not working. The on and off button sometimes works, but sometimes doesn't. The front camera is not working, either.";0
"Apple iPhone 5 64GB (White) - AT&T";"Apple";314.95;4;"I really loved this phone, and I love Apple's operating system. This phone is great but the battery life was too short. I felt like I was constantly charging my phone, so it would not run out on me. In fact, I purchased a portable battery charger, after it did run out on me. Also, the camera is not as nice as other phones. I sold this and went to an Amazon Fire phone, since the iPhone 6 is not currently in the budget. I am really happy with my Fire, but I probably will upgrade to the iPhone 6 when the price goes down. I have not had to use the portable battery charger with the Amazon Fire phone, which is nice for backpacking trips and other times where I need the battery to last a longer amount of time (standby/off).";0
"Apple iPhone 5 64GB (White) - AT&T";"Apple";314.95;5;"Works even better than my old phone.Mint condition. Arrived as promised on time also.";0
"Apple iPhone 5 64GB (White) - AT&T";"Apple";314.95;5;"I love my iPhone it's awesome couldn't have asked for better";0
"Apple iPhone 5 64GB (White) - AT&T";"Apple";314.95;5;"It's great no problems";0
"Apple iPhone 5 64GB (White) - AT&T";"Apple";314.95;4;"When reading the description of how everything is tested to make sure it works, you would think they could include the battery in that testing session. This is the second phone I've ordered. The first was returned for a multitude of issues. This one is fully functiol other than the battery and a slight screen discoloration on the very top. The screen I can deal with, but nothing is worse than getting a new phone and having a battery that has to be charged every hour or so, whether it is being used or not. I decided to keep it for now and just ordered a new battery. If it will cost more to have it installed I will just return the phone and buy new this time! Otherwise, it is in great shape and perfect working order!";0
"Apple iPhone 5 64GB (White) - AT&T";"Apple";314.95;3;"The iPhone is great. Mine was used/refurbished and the camera does not work in the 'selfie' mode. If I accidentally hit the selfie button it freezes my camera and it won't work again until I reset the phone. Good thing I never take selfies, I only discovered it when trying to use my phone as a mirror";0
"Apple iPhone 5 64GB (White) - Verizon Wireless";"Apple";139.95;3;"I just purchased this phone. It came in three days. I am completely satisfied with the phone itself, but I do have two issues. I can text and receive texts (as well as iMessages), and all of my apps work (on the Verizon LTE Network) but I CANNOT make or receive phone calls. I find this issue very odd. Also, the battery will be very well charged whether it's 20% or 70% and it will turn off on it's on and when you press the button to turn it on again it says that it is dead and you need to hook up your charger. When I hook up the charger it will still be at the same percentage like 70%. I do not understand why it would do this. So obviously after paying $262, I have to go and purchase a new battery as well. Good phone but almost not worth the hassel.";0
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)";"Apple";139.95;5;"Its what it said it was, no complaints....thx.";0
"Apple iPhone 5 Factory Unlocked GSM Smartphone w/ 8MP Camera and Siri - White";;225.0;5;"Perfect and in mint conditions. Very pleased.";0
"Apple iPhone 5 Unlocked Cellphone, 32GB, White";"Apple";265.0;5;"Good";0
"Apple iPhone 5 Unlocked Cellphone, 32GB, White";"Apple";265.0;5;"It's great, using it now. Love it, when I ordered it, my iPhone was brought to my door sooner than expected. Awesome service.";2
"Apple iPhone 5 Unlocked Cellphone, 32GB, White";"Apple";265.0;2;"It had to be returned because it didn't work correctly";1
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;5;"Very good";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;5;"5 stars is not enough for a phone like this. I have had Samsung changing to Samsung was a huge leap. After some years of using smartphones, I love Android and hate Samsung.";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;3;"Used good";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;5;"Works great, use it on Straggt Talk. 3 months and still going. Great price too!";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;4;"Very nice";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;4;"Very happy with this";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black";"Apple";309.0;5;"The phone was unlocked as advertised and it great condition. Was super easy to get activated and all in all was worth buying!";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, White";"Apple";314.95;5;"Real";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, White";"Apple";314.95;5;"Had to return because it didn't work with my provider. Very quick refund..";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, White";"Apple";314.95;1;"Not good ,one speaker not working";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, White";"Apple";314.95;5;"Excellent Condition Better Than Expected!";0
"Apple iPhone 5 Unlocked Cellphone, 64GB, White";"Apple";314.95;3;"Got some ugly dirts on the back and could not mop off. Generally it's ok with a case";0
"Apple iPhone 5c 16GB (Blue) - Sprint";"Apple";122.89;5;"Perfect";0
"Apple iPhone 5c 16GB (Blue) - Sprint";"Apple";122.89;5;"Perfect and shipped quickly";2
"Apple iPhone 5c 16GB (Blue) - Sprint";"Apple";122.89;5;"Perfect everything. Thank you";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;1;"It was broken when I got it.";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;5;"phone works great.";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;3;"The phone is new. Everything is included in the package. However, the ICCID of the SIM was identified by AT&T as permanently disabled. So instead of being able to activate it online, I'm going to have to the nearest AT&T store an hour away.5 stars for the phone itself. 3 starts for the BS SIM card.";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;5;"Awesome phone! THanks!";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;1;"I haven't had this phone a week yet and I have lines going horizontal and vertical all over my screen. Also the home button doesn't work half the time. I am going to have to buy another phone to replace this one I just bought.";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;5;"A+++ very good product and it works great!";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;2;"Works grea. BUT, cracks and break very easily and this is not a real iPhone so you cannot take it to the Apple store!";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;5;"Good";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;4;"Very good phone. Battery could be better.";0
"Apple iPhone 5c 16GB (Green) - AT&T";"Apple";648.0;1;"Got a cracked Screen and don't let me download games or do any updates";0
"Apple iPhone 5c 16GB (Green) - Sprint";"Apple";605.0;1;"The phone was labeled on Amazon as 'new', but when I went to get it set up, they told me this phone has a contract on it with another carrier and can't be set up till the contract is paid off. Not very happy with 'ChubbiesTech'. The phone guy chuckled when I told him we got it from ChubbiesTech because he said it happens a lot with their phones.";1
"Apple iPhone 5c 16GB (Green) - Sprint";"Apple";605.0;3;"Unfortutely, the item did not exactly meet to my expectations and I had some trouble but the seller was kind enough to help me out with it.";0
"Apple iPhone 5c 16GB (Green) - Sprint";"Apple";605.0;4;"I loved it";0
"Apple iPhone 5c 16GB (Green) - Sprint";"Apple";605.0;5;"Works good";0
"Apple iPhone 5c 16GB (Green) - Sprint";"Apple";605.0;1;"WAS A FRAUD THE PHONE WAS NOT COMPATIBLE WITH SPRINT!";0
"Apple iPhone 5c 16GB (Green) - Sprint";"Apple";605.0;5;"Just what we needed for our daughter";2
"Apple iPhone 5c 16GB (Pink) - AT&T";"Apple";519.0;5;"arrived in perfect condition and was reset to factory. In great shape and works as described";0
"Apple iPhone 5c 16GB (Pink) - AT&T";"Apple";519.0;5;"The phone is everything I expected! I have been an IPhone user since 2011 and I am not going anywhere!";0
"Apple iPhone 5c 16GB (Pink) - AT&T";"Apple";519.0;5;"Great condition!";0
"Apple iPhone 5c 16GB (White) - Sprint";"Apple";368.45;5;"quick shipment, smooth activation! Thanks!";0
"Apple iPhone 5c 16GB (White) - Sprint";"Apple";368.45;1;"After the first phone we ordered was uble to activate because the serial number was reported Lost/Stolen. The replacement phone the glass was not even fils with the phone indicating that it was refurbished.";1
"Apple iPhone 5c 16GB (White) - Sprint";"Apple";368.45;5;"Did not come with a sim card and I didn't know the iPhone had one but the Apple Store made sure it was extremely affordable. The phone came with a usb cord as advertised but the phone said the cord isn't compadable with the phone and the cord is too short but it works. I had glitches with the phone BUT it must have been due to my kids playing with it because the sprint store fixed it. The phone I have was not mentioned to have a little discoloration but it works just like new";0
"Apple iPhone 5c 16GB (Yellow) - AT&T";"Apple";248.0;5;"I got this as a gift for my roommate. So far, he has been extremely happy with it.";0
"Apple iPhone 5c 16GB (Yellow) - AT&T";"Apple";248.0;1;"Paid a premium for what I thought was an organization that paid attention to their refurbishing. Plugged it in. Did not charge.";1
"Apple iPhone 5c 16GB (Yellow) - AT&T";"Apple";248.0;1;"The screen was popped out. It had scratches on the back. Didn't match description. I dropped it on a soft surface and my screen was jacked. I had to pay to get it fixed.";0
"Apple iPhone 5c 16GB (Yellow) - AT&T";"Apple";248.0;4;"It works completely fine, but there were more scratched than I thought";0
"Apple iPhone 5c 16GB (Yellow) - AT&T";"Apple";248.0;5;"Reliable and fast.";0
"Apple iPhone 5C 16GB 4G LTE Blue - T-Mobile";;699.99;1;"This is a terrible place to get a product. Very poor product quality control. I received an iPhone that was visibly broken with the hassle of having to return. This is not worth you time.";1
"Apple iPhone 5C 16GB 4G LTE Blue - T-Mobile";;699.99;4;"Not bad for entry level, suprised it was discontinued to fast";0
"Apple iPhone 5C 16GB 4G LTE White - T-Mobile";;399.0;5;"Great phone.... With affordable price";0
"Apple iPhone 5C 16GB 4G LTE White - T-Mobile";;399.0;4;"Not bad for entry level, suprised it was discontinued to fast";0
"Apple iPhone 5C 16GB 4G LTE White - T-Mobile";;399.0;1;"Phone locked.. not usable unless AT&T unlocks.";4
"Apple iPhone 5c 16GB GSM Pink - T-Mobile";"Apple";138.35;1;"Had the phone since February works great. Battery dies way to fast .. N it just recently start happening when I clean my screen or pull off the screen protector the screen acts all funky. It goes almost bright white like sepia affect. That will go for half hour than phone works ok.. N the top of my screen if I push it sounds like it's loose n popping in n out n I have never dropped this phone in the 3 months I've had. Never gon order a cell phone offamazin again not worth the money better to buy at a retail price than save money online just my opinion... I ended up purchasing a brand new iPhone 6s from apple after only having for five months bc the phone stopped working n wouldn't charge.";0
"Apple iPhone 5C 16GB GSM Unlocked 4G LTE Cell Phone - Green";"Apple";138.97;5;"Super cute and soft...";0
"Apple iPhone 5C 16GB GSM Unlocked 4G LTE Cell Phone - Green";"Apple";138.97;5;"This is perfect. It got here way earlier than expected, exactly what I was looking for";0
"Apple iPhone 5C 16GB GSM Unlocked 4G LTE Smartphone w/ 8MP Camera - Green";;149.99;1;"Not work properly";2
"Apple iPhone 5C 16GB White - Unlocked Cell Phones";"Apple";135.0;5;"Love it";0
"Apple iPhone 5C 16GB White - Unlocked Cell Phones";"Apple";135.0;1;"The Iphone battery goes down quickly, it isnt new";2
"Apple iPhone 5c 32GB - Unlocked - (Blue)";"Apple";224.77;3;"its ok";0
"Apple iPhone 5c 32GB - Unlocked - (Blue)";"Apple";224.77;5;"My daughter is delighted.";0
"Apple iPhone 5c 32GB - Unlocked - (Blue)";"Apple";224.77;5;"The phone was unlocked and it works just like new!";1
"Apple iPhone 5c 32GB - Unlocked - (Blue)";"Apple";224.77;5;"excellent service arrived on time and exact item no problem";1
"Apple iPhone 5c 32GB - Unlocked - (Blue)";"Apple";224.77;5;"Excelent!";1
"Apple iPhone 5c 32GB - Unlocked - (Blue)";"Apple";224.77;5;"Ship on time and is a great price.";1
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;1;"I e tryed different plans doesn't work waisted like 300 bucks on it";1
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;4;"Brought for my teege daughter..she says she loves it!";1
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;5;"good productery good product";0
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;5;"Condition was posted as 'very good' and it was. No scratches, unlocked, great. Activated today without incident. It had about an 80% charge when it arrived yesterday and it still has about 70%, albeit with little usage yet. This is my third used 5c. One last summer for my persol phone and one for an associate last fall. Both are still running fine. And now this one for a small business at a great price.";2
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;5;"Excellent phone, Daughter loves it!";0
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;5;"Ok";0
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;5;"excellent! it works perfectly fine and is exactly what we reed on the descrption. thanks for your honesty. Is in the best conditions. The deliver was on time. Nothing bad to say. Thank you very much.";0
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;4;"Got it in great shape. Love it. A faulty charger cable caused a bit of a scare, but otherwise, got a quality product for a decent price. Very satisfied.";0
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;1;"Phone accessories doesn't work and the doest last over 3 weeks";1
"Apple iPhone 5c 32GB - Unlocked - (Green)";"Apple";224.77;4;"Muy bueno";0
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"In compelled to write a review. I read them consistently, but never write them. You'd never know this phone wasn't brand new. My daughter was ecstatic and I saved a lot of money. Delivery was fast as always. Came with earbuds and charger and packaging looked exactly like new iPhone. Loved it!!";0
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"Bought as a gift for daughter and she loves it";1
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"Thanks thata great";0
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"The phone works good sent it to Africa";0
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;1;"I bought this phone back in October 2015 and added a Protection Plan. Now only 7 mos. later the Home button is not working properly. I called the protection plan service provider to submit a repair/replacement claim and they referred me to Apple. Apple said the Limited Warranty expired and referred me back to the service provider. Well, it seems no one is willing to make good on this purchase. I totally understand this is an older phone model, but that's why I purchased a protection plan, now I'm out $274.95 for a bad phone.";0
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"So far so good";0
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"This card work perfectly on my new iphone.";1
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"It item came very fast and it is as advertised.";3
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;1;"The phone I got is not unlocked. My SIM card is not accepted, although it works in other cellphones.";9
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;4;"It works fine! No issues so far! Good purchase '";1
"Apple iPhone 5c 32GB - Unlocked - (White)";"Apple";219.99;5;"The Phone came unlocked & its a sweet surprise for this price";0
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;5;"I actually purchased this for my daughter. She was ready for an upgrade and wanted this phone. I was a little worried after reading the reviews because her carrier is straight talk. Some of the reviews said this phone wouldn't work and it was locked. So after receiving it we hurried and called her carrier got it switched over then put the SIM card in and 20 minutes later it was up and running. She absolutely loves it :)";2
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;1;"Don't waste your time .";0
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;1;"damaged and would stick. could not use but I returned it";0
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;1;"Spent 2 hours at the Verizon store and they were never able to activate the phone after I bought it new. Never worked and was a huge waste of money.";1
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;5;"Great phone, works fine, saved about $100.00 compared to other stores.";0
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;4;"Get the 16-32GB instead! I should have paid attention to the GB when I bought this!";1
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;5;"I love this phone I am happy";0
"Apple iPhone 5c 32GB - Unlocked - (Yellow)";"Apple";224.77;5;"excellent";0
